Age,Tenure,MonthlyCharge,TotalCharge,ContractType,InternetService,Churn
68,61,27.1711888847651,777.4451358369244,One year,No,Yes
56,20,60.9628894895232,7991.1630440256595,One year,No,Yes
55,2,51.121749506339356,2626.5812104187694,Two year,Fiber optic,Yes
51,37,87.71206397350093,5990.507618149794,Two year,No,Yes
55,20,80.57792494526903,6457.187123153995,Month-to-month,DSL,Yes
67,26,56.459372819754,6867.025702637689,Two year,No,Yes
51,29,41.78925542549901,7981.0738132692095,Two year,No,No
35,1,118.80359661555919,1947.1419523498055,Month-to-month,Fiber optic,No
47,35,65.40016211961148,341.9995983404037,Month-to-month,Fiber optic,Yes
32,70,88.82742357802371,3301.308313596796,Two year,DSL,No
44,59,34.055296757836075,1058.0437452349965,One year,Fiber optic,No
68,69,68.55896996593978,198.9585955131999,Two year,No,Yes
51,33,22.75367198694655,2896.206080589059,Two year,Fiber optic,Yes
69,51,70.54551179104499,6274.231243580387,One year,DSL,No
55,12,116.40174071177023,4538.121915976066,One year,No,No
50,20,58.420671298580025,2515.968353898625,Month-to-month,DSL,Yes
41,53,23.89960125749116,5241.649203831903,Month-to-month,Fiber optic,Yes
32,43,23.095579091934354,1871.5050788643096,Two year,Fiber optic,No
47,50,58.798675994686946,134.76393965523852,One year,DSL,No
59,29,36.00249364631941,6119.54002376269,Month-to-month,No,Yes
68,57,22.33520963281859,4997.469817214793,Two year,Fiber optic,No
34,39,95.62136139501769,6103.174943517661,One year,Fiber optic,No
22,56,65.85230088818906,330.72537316757155,Two year,No,No
46,43,48.92447719726545,6700.214630088604,Month-to-month,Fiber optic,No
21,50,110.00831830164807,4963.8190762897,Month-to-month,DSL,Yes
27,23,31.61389602005256,4515.894898686868,One year,Fiber optic,Yes
34,44,115.59188289553192,5004.420103953962,Two year,Fiber optic,No
27,38,51.39667173773528,6918.177310009545,One year,No,Yes
34,23,108.84036723086813,4703.753322340079,Month-to-month,DSL,No
37,45,80.29428764794616,4655.984031507671,Month-to-month,No,No
41,52,102.67073597414874,7925.619673384811,Two year,Fiber optic,No
22,50,118.40131632104642,6058.706733207173,Two year,Fiber optic,Yes
51,8,48.84054378187457,3549.5045675000597,Two year,No,No
23,1,116.1135485407593,5665.028060262764,One year,No,No
19,8,58.94818949024204,3126.059164100472,Two year,No,No
30,29,58.55119047369223,1846.426190618322,Two year,DSL,No
60,5,54.03871042545057,4782.877977564321,Month-to-month,Fiber optic,Yes
60,47,74.14076073475852,7426.893142949332,Month-to-month,No,Yes
65,34,35.41450431784871,7434.533369723393,Two year,Fiber optic,No
28,65,75.37114853580113,2748.4041192818127,Two year,DSL,No
68,55,74.1704812410004,4230.866180449126,Month-to-month,DSL,No
64,43,96.190181260487,1708.8544705874924,Two year,DSL,No
40,30,103.36499619375856,7965.13625380109,One year,DSL,No
33,17,64.0441350312424,7849.320904786127,One year,Fiber optic,No
48,26,50.233324935149376,5203.08125906543,One year,DSL,Yes
28,8,45.93348973170944,6439.224196226238,Two year,DSL,No
33,47,39.46238367048719,5726.499287043926,Month-to-month,No,No
25,46,25.76475821990249,4753.4025879349565,Two year,DSL,No
21,68,54.244797883471335,445.7170159714036,Two year,No,No
57,33,47.02476921307833,3649.0194535702353,Month-to-month,DSL,Yes
21,1,116.64173858664074,5404.794691295936,Month-to-month,DSL,Yes
42,19,75.77088262500439,5426.702278791804,Month-to-month,No,No
20,31,54.72770390305075,2997.518495010621,One year,DSL,No
49,14,78.0467600993696,7534.702053531084,Two year,Fiber optic,Yes
20,53,33.91967013456955,1355.5091172495124,Month-to-month,Fiber optic,Yes
44,48,64.40437492022029,4012.868380800174,Two year,DSL,No
46,69,82.62343214210638,5533.254132875566,One year,Fiber optic,Yes
49,62,68.88978317924514,5583.1437310166375,One year,No,No
67,66,60.177880065432426,5196.138875015148,Month-to-month,DSL,No
68,64,119.38483888996981,2216.799943345844,Month-to-month,DSL,Yes
36,70,108.0314762148927,1266.5284181192433,Two year,No,Yes
38,63,82.34059581594401,5094.803808077153,Month-to-month,No,No
22,33,76.93773611822829,4802.430886792713,Two year,No,No
35,41,82.0660479824584,1451.260962108143,Month-to-month,DSL,No
45,48,40.13121078224333,5647.0103816530955,Two year,No,No
59,13,59.51377432643186,3652.2724940345784,Two year,No,Yes
39,31,23.945953289089932,5348.729520993161,Two year,Fiber optic,No
38,68,67.55460374868267,6702.189296565803,Two year,Fiber optic,No
23,4,74.30245839576631,1374.4328600438469,One year,DSL,Yes
18,19,42.774973610320956,172.7760466147567,Two year,Fiber optic,No
22,70,116.40288471655137,6237.238639438378,Month-to-month,Fiber optic,Yes
58,13,110.9454610937242,4885.3854527178755,One year,No,No
29,23,92.21432354559059,5603.123765584532,One year,No,Yes
43,1,73.33866287653626,6708.476700409367,Two year,Fiber optic,No
63,54,106.99691596476849,6426.431259899514,One year,Fiber optic,No
51,71,33.06523438234629,7688.14277249202,Two year,Fiber optic,No
66,15,99.0509794274885,4296.761929239903,Month-to-month,DSL,No
31,65,32.48208139668483,3918.195148626045,Two year,DSL,No
43,71,99.42106625494054,3227.059855128026,One year,DSL,Yes
62,15,47.576756825135696,1246.454521896752,Month-to-month,Fiber optic,Yes
44,21,107.7090581018189,4589.405718398539,Two year,Fiber optic,Yes
26,19,114.40420938253979,2230.5599441213108,Month-to-month,DSL,Yes
43,60,34.87959694051156,7372.033947459544,Month-to-month,DSL,No
64,33,66.26756050653935,4673.862618131238,One year,Fiber optic,No
39,49,118.09873781626851,4750.864640454719,Month-to-month,No,No
64,35,68.34074359731466,2852.29879379854,One year,DSL,Yes
47,44,106.35475225145451,434.87502878210574,Month-to-month,Fiber optic,No
60,11,78.87315221313199,273.3152476764492,Two year,Fiber optic,No
65,66,57.53299079196019,3398.214450342516,Month-to-month,No,Yes
34,46,48.57835555258702,694.8317172159581,Two year,Fiber optic,No
43,9,40.32230910860873,4862.63870521031,Two year,Fiber optic,No
53,3,96.17981913776973,7050.164585004466,Month-to-month,DSL,No
18,26,58.65405068230279,7065.660235819403,Two year,DSL,No
25,48,71.12754622007512,5279.182372855214,Month-to-month,No,No
66,66,69.23254800011819,1705.6300151539895,Month-to-month,No,Yes
52,70,77.72790292331312,6906.714714243799,Two year,Fiber optic,No
69,28,106.55771456245522,7091.025613799401,Two year,DSL,No
32,26,118.07393435834294,1589.2956079246105,One year,No,Yes
64,25,60.758420857381694,5904.660164450004,Two year,No,No
39,12,102.7518922106303,2306.426000438441,One year,No,No
31,5,96.45277946547176,6425.069692576379,Two year,Fiber optic,No
43,48,77.35289514555733,7977.9584412307495,Month-to-month,DSL,No
45,37,115.60471436119332,259.6075225285547,Two year,No,No
40,44,40.04745155284028,7180.979609011637,Month-to-month,DSL,No
31,15,30.92642103096214,4988.591658117291,Month-to-month,No,No
41,43,105.39619669554222,7787.593300935273,Month-to-month,No,Yes
19,48,63.91498166337483,3730.7759498608925,One year,DSL,No
62,70,104.69688542070605,6782.155685959562,Two year,DSL,Yes
43,46,109.30902051954149,517.9046674142523,Month-to-month,DSL,No
31,43,26.245759361907144,2695.5268196248,Month-to-month,Fiber optic,Yes
68,21,108.34647629860606,554.7919712546556,One year,No,No
24,23,64.83190553694222,7803.238205162983,Two year,Fiber optic,No
20,47,71.04324890042322,6539.451780029257,Two year,DSL,No
64,15,82.65925110932102,6823.328421542845,One year,No,No
40,25,112.63826067300867,7504.962546842476,One year,Fiber optic,Yes
63,36,21.911609442976403,699.1258192358871,Two year,No,No
60,51,67.68434683178171,3097.0687882564002,One year,Fiber optic,No
64,15,88.77220424305607,586.8584145711369,Two year,DSL,No
62,68,92.27069576982285,1702.1289503692283,Two year,Fiber optic,Yes
35,21,89.2532431537108,1850.3389007606254,Month-to-month,No,No
55,13,33.443512940812184,3763.475544159678,Month-to-month,No,No
